Phrase,Sentiment
this unique and entertaining twist on the classic whale 's tale,3
"Janice Beard falters in its recycled aspects , implausibility , and sags in pace",2
masculine journey,2
a sad ending,2
Einstein 's,2
Kung Pow sets a new benchmark for lameness .,0
is elevated by Michael Caine 's performance as a weary journalist in a changing world .,3
to the point of distraction,1
'm all for the mentally challenged getting their fair shot in the movie business,1
positive change,3
survival,2
like the longest 90 minutes of your movie-going life,0
"However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .",3
best dramatic performance,4
want to get made-up and go see this movie with my sisters,3
talented enough,2
fears and slights,2
Especially compared with the television series that inspired the movie .,2
is a step down for director Gary Fleder,1
ultimate insignificance,1
to children and adults,2
but unfortunately also,1
accomodates,2
's Robert Duvall,2
open-minded Elvis fans,2
Spy Kids 2 :,2
maternal fury,2
"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny",0
Morrissette has performed a difficult task indeed -,2
a life in stasis,2
justify the build-up,3
you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective,1
thousand,2
bare,2
very funny as you peek at it through the fingers in front of your eyes,3
is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,0
its situation,2
Smoochy,3
I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael,3
new thriller,2
moments of revelation,2
gentle but insistent,3
... a good film that must have baffled the folks in the marketing department .,4
to this film 's,2
No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .,1
hunky,2
retiring heart to venture forth,2
Most folks,2
"ends up being neither , and",2
The ending feels at odds with the rest of the film .,3
of Run Lola Run,2
too few,1
"'s a choppy , surface-effect feeling to the whole enterprise",1
The mantra behind the project seems to have been ` it 's just a kids ' flick . ',1
This may be Burns 's strongest film since The Brothers McMullen .,4
"of this sad , compulsive life",1
has deftly,2
"I 'm Not , and",2
the excruciating End of Days,1
your nerves,2
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted",0
excessively tiresome,0
A gentle and engrossing character study .,3
drowns in sap,2
"with the author 's work , on the other hand ,",2
very valuable,3
one of the best-sustained ideas I have ever seen on the screen,4
clocks in around 90 minutes,2
on several themes derived from far less sophisticated and knowing horror films,2
often unsettling landscape,2
"is great fun , full of the kind of energy it 's documenting",4
a plane,2
seems tailor,2
"it will be , and",2
Although purportedly a study in modern alienation,1
flck,2
always the prettiest pictures,3
"is to imply terror by suggestion , rather than the overuse of special effects .",3
a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public,3
to slap protagonist Genevieve LePlouff,2
"to imagine any recent film , independent or otherwise , that makes as much of a mess as this one",0
electric pencil sharpener,2
its parade,2
"to be clever , amusing and unpredictable",4
"I 'm all for the mentally challenged getting their fair shot in the movie business , but",2
"sucks ,",2
that you 've spent the past 20 minutes looking at your watch,1
lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile,1
Love Boat,2
the issues,2
hugely entertaining and uplifting,3
"Rob Schneider 's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian .",0
to terms with death,2
some serious issues,1
"see it for Karen Black , who camps up a storm as a fringe feminist conspiracy theorist named Dirty Dick .",2
nominated for an Oscar next year,3
when you see one,2
"the recording sessions are intriguing ,",3
Laissez-passer has all the earmarks of French cinema at its best .,3
"a dull girl , that 's all",1
actor Raymond J. Barry is perfectly creepy and believable .,4
its shape-shifting perils,2
are now,2
Greg,2
serviceable at worst,0
"to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s",1
"This may be Dover Kosashvili 's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic",3
is intriguing but quickly becomes distasteful and downright creepy .,0
turning grit and vulnerability,2
was more diverting and thought-provoking than I 'd expected it to be .,3
one word that best describes this film : honest,3
Minnie,2
"some cute moments , funny scenes ,",3
sweet time building,3
129-minute running time,2
trouble-in-the-ghetto,2
couple 's,2
is a welcome and heartwarming addition to the romantic comedy genre,3
Dolby Digital stereo,2
"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot",4
to and,2
to sensationalism,2
he 's not at his most critically insightful,2
that undercuts its charm,2
The sheer dumbness,1
as usual .,2
in reality they are not enough,1
cutting and blurry,1
"Like The Full Monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .",4
a bang-up job,3
is that it 's not as obnoxious as Tom Green 's Freddie Got Fingered,1
The nicest thing that can be said about Stealing Harvard -LRB- which might have been called Freddy Gets Molested by a Dog -RRB-,1
usually come up with on their own,2
no way you wo n't be talking about the film once you exit the theater,2
of the four main actresses,2
Carey,2
style and themes,2
is too heavy for all that has preceded it .,1
being self-important,2
playful spirit,3
for those -LRB- like me -RRB- who are n't,2
the innocence and idealism,2
to become good,2
Full Frontal,2
in cinematic art,2
snap,2
baffled the folks in the marketing department,1
"is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",3
when the explosions start,2
enters a realm where few non-porn films venture,2
is one summer film that satisfies,3
cultural distinctions,2
"manchild , undercut by the voice of the star of Road Trip",2
of arresting images,2
"Performances all around are tops , with the two leads delivering Oscar-caliber performances .",3
into what has become of us all in the era of video,2
full of teenagers fixating on its body humour and reinforcement of stereotypes,1
no conversion effort,1
grossest,1
asks the question how much souvlaki can you take before indigestion sets in .,1
their ideological differences,2
any true emotional connection or identification frustratingly out of reach,2
"Too much power , not enough puff .",1
made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia,2
1979,2
people in the stomach,2
Windtalkers seems to have ransacked every old World War II movie for overly familiar material .,1
It just did n't mean much to me and played too skewed to ever get a hold on -LRB- or be entertained by -RRB- .,0
"Even during the climactic hourlong cricket match , boredom never takes hold .",3
quintessential,2
right film,3
"the Jackal , The French Connection",2
the arduous journey,2
' actors,2
"not only a detailed historical document , but an engaging and moving portrait of a subculture",4
A deftly entertaining film,4
Has all the complexity and realistic human behavior of an episode of General Hospital,1
"of the world 's best actors , Daniel Auteuil ,",3
", I hate to like it .",2
fiercely clever and subtle film,4
learning but inventing,2
"pretension about the film , which very simply sets out to entertain and ends up delivering in good measure",4
it 's not much more watchable than a Mexican soap opera,1
multi-character,2
run the gamut,2
"is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films , and the decidedly foul stylings of their post-modern contemporaries , The Farrelly Brothers",3
", Kissing Jessica Stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",4
